lemma	lemma_orth	xpostag	llfpm10	lemma_freq	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form	suffix_init	trigram	bigram1	bigram2	type
fojt	fojt	[/V][Prs.NDef.3Pl]	1.5716626503360749	31963	j	t	1	fojtanak	fojtanak	anak	303	-0.4515422559556528	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	fojtanak	NA	NA	jt	NA	linking vowel always
rajong	rajong	[/V][Prs.NDef.2Pl]	2.0252970219361894	90841	n	g	2	rajongotok	rajongotok	otok	32	-1.427834906138052	tok	rajongtok	rajongtok	298	-0.4587686203817026	0.10738255033557048	-2.231357583705678	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	rajongtok	t	ngt	ng	gt	linking vowel varies
dobbant	dobbant	[/V][Prs.NDef.3Pl]	0.8037302491476532	5454	n	t	2	dobbantanak	dobbantanak	anak	297	-0.4602284351407455	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	dobbantanak	NA	NA	nt	NA	linking vowel always
ölt	ölt	[/V][Prs.NDef.2Sg]	2.2726768182003068	160569	l	t	1	öltes	öltesz	es	297	-0.4602284351407455	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	öltes	NA	NA	lt	NA	linking vowel always
čügg	csügg	[/V][Prs.NDef.3Pl]	0.5277626573862391	2889	g	g	1	čüggenek	csüggenek	enek	296	-0.4616931733990192	nek	čüggnek	csüggnek	237	-0.558236538447854	1.248945147679325	0.22229931318892923	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	čüggnek	n	ggn	gg	gn	linking vowel varies
foḏast	fogyaszt	[/V][Prs.NDef.2Pl]	2.9152615186654556	705093	s	t	2	foḏastotok	fogyasztotok	otok	290	-0.47058688655900177	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	foḏastotok	NA	NA	st	NA	linking vowel always
feseng	feszeng	[/V][Prs.NDef.2Pl]	1.1022046244504902	10844	n	g	2	fesengetek	feszengetek	etek	2	-2.6319548887939765	tek	fesengtek	feszengtek	289	-0.47208704170141	0.00692041522491349	-4.973279507552487	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	fesengtek	t	ngt	ng	gt	linking vowel varies
halast	halaszt	[/V][Prs.NDef.3Pl]	1.7242144340664431	45415	s	t	2	halastanak	halasztanak	anak	289	-0.47208704170141	nak	halastnak	halasztnak	2	-2.6319548887939765	144.5	4.973279507552487	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	halastnak	n	stn	st	tn	linking vowel varies
ḏűjt	gyűjt	[/V][Prs.NDef.2Pl]	2.9400629622305536	746531	j	t	1	ḏűjtötök	gyűjtötök	ötök	286	-0.4766188513289148	tök	ḏűjttök	gyűjttök	2	-2.6319548887939765	143	4.962844630259907	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	ḏűjttök	t	jtt	jt	tt	linking vowel varies
fejt	fejt	[/V][Prs.NDef.2Sg]	2.4782289537346416	257759	j	t	1	fejtes	fejtesz	es	285	-0.4781400244494477	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	fejtes	NA	NA	jt	NA	linking vowel always
érint	érint	[/V][Prs.NDef.2Pl]	3.006391077264476	869713	n	t	2	érintetek	érintetek	etek	285	-0.4781400244494477	tek	érinttek	érinttek	7	-2.087886844443701	40.714285714285715	3.7065790312133378	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	érinttek	t	ntt	nt	tt	linking vowel varies
illest	illeszt	[/V][Prs.NDef.2Sg]	2.06868393886985	100385	s	t	2	illestes	illesztesz	es	284	-0.4796665444109201	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	illestes	NA	NA	st	NA	linking vowel always
ragast	ragaszt	[/V][Prs.NDef.2Pl]	2.1034803212938553	108759	s	t	2	ragastotok	ragasztotok	otok	284	-0.4796665444109201	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	ragastotok	NA	NA	st	NA	linking vowel always
hord	hord	[/V][Prs.NDef.2Pl]	2.5559590570874056	308279	r	d	1	hordotok	hordotok	otok	94	-0.9598570308582592	tok	hordtok	hordtok	279	-0.48738068118436023	0.33691756272401435	-1.0879169995513618	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	hordtok	t	rdt	rd	dt	linking vowel varies
menest	meneszt	[/V][Prs.NDef.3Pl]	1.30284645295256	17212	s	t	2	menestenek	menesztenek	enek	268	-0.5048500904291691	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	menestenek	NA	NA	st	NA	linking vowel always
edz	edz	[/V][Prs.NDef.2Pl]	2.3313488081092952	183795	d	z	1	edzetek	edzetek	etek	266	-0.5081032478268909	tek	edztek	edztek	5	-2.234014880121939	53.2	3.9740583963475986	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	edztek	t	dzt	dz	zt	linking vowel varies
šikkast	sikkaszt	[/V][Prs.NDef.3Pl]	0.6841203460444203	4141	s	t	2	šikkastanak	sikkasztanak	anak	265	-0.50973901052115	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	šikkastanak	NA	NA	st	NA	linking vowel always
bólint	bólint	[/V][Prs.NDef.2Sg]	1.825949705664744	57403	n	t	2	bólintas	bólintasz	as	260	-0.5180115364871398	s	bólints	bólintsz	1	-2.932984884457958	260	5.560681631015528	TRUE	Prs.NDef.2Sg (mondas)	4096	test	bólints	s	nts	nt	ts	linking vowel varies
feseng	feszeng	[/V][Prs.NDef.2Sg]	1.1022046244504902	10844	n	g	2	fesenges	feszengesz	es	30	-1.4558636297382954	s	fesengs	feszengsz	259	-0.519685120376706	0.11583011583011583	-2.1556306800373823	TRUE	Prs.NDef.2Sg (mondas)	4096	test	fesengs	s	ngs	ng	gs	linking vowel varies
dagast	dagaszt	[/V][Prs.NDef.3Pl]	1.4185795307461468	22468	s	t	2	dagastanak	dagasztanak	anak	258	-0.5213651784947277	nak	dagastnak	dagasztnak	2	-2.6319548887939765	129	4.859812404361672	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	dagastnak	n	stn	st	tn	linking vowel varies
pang	pang	[/V][Prs.NDef.3Pl]	0.8573002795752839	6170	n	g	1	panganak	panganak	anak	258	-0.5213651784947277	nak	pangnak	pangnak	34	-1.4015059674157029	7.588235294117647	2.026599060305456	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	pangnak	n	ngn	ng	gn	linking vowel varies
terjest	terjeszt	[/V][Prs.NDef.2Sg]	2.4984882437993483	270068	s	t	2	terjestes	terjesztesz	es	258	-0.5213651784947277	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	terjestes	NA	NA	st	NA	linking vowel always
puffast	puffaszt	[/V][Prs.NDef.3Pl]	0.5014243231295423	2719	s	t	2	puffastanak	puffasztanak	anak	254	-0.5281511678380197	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	puffastanak	NA	NA	st	NA	linking vowel always
kačint	kacsint	[/V][Prs.NDef.2Sg]	1.3762192952124497	20380	n	t	2	kačintas	kacsintasz	as	251	-0.5333111629769197	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	kačintas	NA	NA	nt	NA	linking vowel always
čeppent	cseppent	[/V][Prs.NDef.3Pl]	1.115418071694782	11179	n	t	2	čeppentenek	cseppentenek	enek	250	-0.5350448757859202	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	čeppentenek	NA	NA	nt	NA	linking vowel always
áld	áld	[/V][Prs.NDef.2Sg]	1.9847463785340496	82743	l	d	1	áldas	áldasz	as	250	-0.5350448757859202	s	álds	áldsz	1	-2.932984884457958	250	5.521460917862246	TRUE	Prs.NDef.2Sg (mondas)	4096	test	álds	s	lds	ld	ds	linking vowel varies
ébrest	ébreszt	[/V][Prs.NDef.2Sg]	2.0144439356578423	88599	s	t	2	ébrestes	ébresztesz	es	248	-0.5385332036317415	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	ébrestes	NA	NA	st	NA	linking vowel always
vest	veszt	[/V][Prs.NDef.2Pl]	2.6514582920249814	384099	s	t	1	vestetek	vesztetek	etek	246	-0.5420497773545787	tek	vesttek	veszttek	9	-1.978742375018633	27.333333333333332	3.3081069585961433	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	vesttek	t	stt	st	tt	linking vowel varies
árast	áraszt	[/V][Prs.NDef.2Sg]	2.0384301389270374	93630	s	t	2	árastas	árasztasz	as	244	-0.5455950581192285	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	árastas	NA	NA	st	NA	linking vowel always
fešt	fest	[/V][Prs.NDef.2Pl]	2.6777795819372385	408098	š	t	1	feštetek	festetek	etek	241	-0.5509678418830894	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	feštetek	NA	NA	št	NA	linking vowel always
megdöbbent	megdöbbent	[/V][Prs.NDef.3Pl]	1.3803971731201916	20577	n	t	3	megdöbbentenek	megdöbbentenek	enek	241	-0.5509678418830894	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	megdöbbentenek	NA	NA	nt	NA	linking vowel always
tekint	tekint	[/V][Prs.1Sg›2]	3.253129436802632	1535021	n	t	2	tekintelek	tekintelek	elek	239	-0.5545869835098202	lek	tekintlek	tekintlek	20	-1.6319548887939763	11.95	2.4807312783775197	TRUE	Prs.1Sg›2 (mondalak)	1749	test	tekintlek	l	ntl	nt	tl	linking vowel varies
ajánl	ajánl	[/V][Prs.1Sg›2]	3.322595137004172	1801275	n	l	2	NA	NA	NA	NA	NA	lak	ajánllak	ajánllak	236	-0.5600728814878512	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	ajánllak	l	nll	nl	ll	linking vowel never
élest	éleszt	[/V][Prs.NDef.3Pl]	1.2735171731307278	16088	s	t	2	élestenek	élesztenek	enek	236	-0.5600728814878512	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	élestenek	NA	NA	st	NA	linking vowel always
hull	hull	[/V][Prs.NDef.3Pl]	1.9644167549853853	78959	l	l	1	NA	NA	NA	NA	NA	nak	hullnak	hullnak	233	-0.5656289634319388	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	hullnak	n	lln	ll	ln	linking vowel never
akast	akaszt	[/V][Prs.NDef.2Sg]	2.0187556513332554	89483	s	t	2	akastas	akasztasz	as	232	-0.5674968995670582	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	akastas	NA	NA	st	NA	linking vowel always
koṯvast	kotyvaszt	[/V][Prs.NDef.3Pl]	0.7508723209423885	4829	s	t	2	koṯvastanak	kotyvasztanak	anak	230	-0.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	koṯvastanak	NA	NA	st	NA	linking vowel always
márt	márt	[/V][Prs.NDef.3Pl]	1.600189576284433	34133	r	t	1	mártanak	mártanak	anak	230	-0.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	mártanak	NA	NA	rt	NA	linking vowel always
riṯṯent	rittyent	[/V][Prs.NDef.3Pl]	0.7603902665672274	4936	n	t	2	riṯṯentenek	rittyentenek	enek	226	-0.5788764453105569	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	riṯṯentenek	NA	NA	nt	NA	linking vowel always
megért	megért	[/V][Prs.NDef.2Pl]	2.9406855700837777	747602	r	t	2	megértetek	megértetek	etek	225	-0.5808023663465953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	megértetek	NA	NA	rt	NA	linking vowel always
čapong	csapong	[/V][Prs.NDef.2Sg]	0.9335977926055912	7355	n	g	2	čapongas	csapongasz	as	6	-2.1548336340743144	s	čapongs	csapongsz	224	-0.5827368661237949	0.02678571428571428	-3.619886582626985	TRUE	Prs.NDef.2Sg (mondas)	4096	test	čapongs	s	ngs	ng	gs	linking vowel varies
meghökkent	meghökkent	[/V][Prs.NDef.3Pl]	0.7318450566851327	4622	n	t	3	meghökkentenek	meghökkentenek	enek	222	-0.5866319100073193	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	meghökkentenek	NA	NA	nt	NA	linking vowel always
tilt	tilt	[/V][Prs.NDef.2Sg]	2.4688841658205796	252272	l	t	1	tiltas	tiltasz	as	221	-0.5885926107728471	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	tiltas	NA	NA	lt	NA	linking vowel always
fejlest	fejleszt	[/V][Prs.NDef.2Pl]	2.9435296996301	752514	s	t	2	fejlestetek	fejlesztetek	etek	218	-0.594528390853353	tek	fejlesttek	fejleszttek	3	-2.455863629738295	72.66666666666667	4.28588277412098	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	fejlesttek	t	stt	st	tt	linking vowel varies
dereng	dereng	[/V][Prs.NDef.2Pl]	1.2369245574431114	14788	n	g	2	NA	NA	NA	NA	NA	tek	derengtek	derengtek	216	-0.5985311333070269	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	derengtek	t	ngt	ng	gt	linking vowel never
faḏast	fagyaszt	[/V][Prs.NDef.3Pl]	1.478803120085911	25810	s	t	2	faḏastanak	fagyasztanak	anak	213	-0.6046052810192202	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	faḏastanak	NA	NA	st	NA	linking vowel always
hajt	hajt	[/V][Prs.NDef.2Pl]	2.919594521957997	712163	j	t	1	hajtotok	hajtotok	otok	213	-0.6046052810192202	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	hajtotok	NA	NA	jt	NA	linking vowel always
árt	árt	[/V][Prs.NDef.2Pl]	2.658968559291343	390799	r	t	1	ártotok	ártotok	otok	212	-0.6066490235292064	tok	árttok	árttok	3	-2.455863629738295	70.66666666666667	4.257973986003903	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	árttok	t	rtt	rt	tt	linking vowel varies
mets	metsz	[/V][Prs.NDef.2Pl]	1.660411957842249	39210	t	s	1	metsetek	metszetek	etek	209	-0.6128385983469038	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	metsetek	NA	NA	ts	NA	linking vowel always
rekest	rekeszt	[/V][Prs.NDef.3Pl]	1.1855443730737816	13138	s	t	2	rekestenek	rekesztenek	enek	207	-0.6170145390010401	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	rekestenek	NA	NA	st	NA	linking vowel always
teng	teng	[/V][Prs.NDef.3Pl]	1.0082283031273636	8734	n	g	1	tengenek	tengenek	enek	206	-0.6191176640888044	nek	tengnek	tengnek	68	-1.1004759717517214	3.0294117647058822	1.1083684636134743	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	tengnek	n	ngn	ng	gn	linking vowel varies
forrong	forrong	[/V][Prs.NDef.3Pl]	0.7458975302127779	4774	n	g	2	forronganak	forronganak	anak	205	-0.6212310234022035	nak	forrongnak	forrongnak	155	-0.7426531862876663	1.3225806451612905	0.2795848622191615	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	forrongnak	n	ngn	ng	gn	linking vowel varies
ránt	ránt	[/V][Prs.NDef.2Sg]	2.1327815031647908	116350	n	t	1	rántas	rántasz	as	205	-0.6212310234022035	s	ránts	rántsz	10	-1.9329848844579576	20.5	3.0204248861443626	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ránts	s	nts	nt	ts	linking vowel varies
šikolt	sikolt	[/V][Prs.NDef.3Pl]	1.0121388856641615	8813	l	t	2	šikoltanak	sikoltanak	anak	203	-0.6254888465447449	nak	šikoltnak	sikoltnak	5	-2.234014880121939	40.6	3.703768066607687	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	šikoltnak	n	ltn	lt	tn	linking vowel varies
kiált	kiált	[/V][Prs.NDef.2Pl]	2.355172642073583	194159	l	t	2	kiáltotok	kiáltotok	otok	201	-0.629788827037469	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	kiáltotok	NA	NA	lt	NA	linking vowel always
vall	vall	[/V][Prs.NDef.2Pl]	2.7990089795374744	539503	l	l	1	vallotok	vallotok	otok	200	-0.6319548887939767	tok	valltok	valltok	4	-2.3309248931299953	50	3.912023005428146	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	valltok	t	llt	ll	lt	linking vowel varies
šüjjest	süllyeszt	[/V][Prs.NDef.3Pl]	1.4007847164155167	21566	s	t	2	šüjjestenek	süllyesztenek	enek	198	-0.6363196941964268	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	šüjjestenek	NA	NA	st	NA	linking vowel always
zökkent	zökkent	[/V][Prs.NDef.3Pl]	0.802614015240222	5440	n	t	2	zökkentenek	zökkentenek	enek	198	-0.6363196941964268	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	zökkentenek	NA	NA	nt	NA	linking vowel always
biḏḏest	biggyeszt	[/V][Prs.NDef.3Pl]	0.9216247536378374	7155	s	t	2	biḏḏestenek	biggyesztenek	enek	197	-0.6385186582963649	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	biḏḏestenek	NA	NA	st	NA	linking vowel always
tüssent	tüsszent	[/V][Prs.NDef.2Sg]	0.8046847428986841	5466	n	t	2	tüssentes	tüsszentesz	es	197	-0.6385186582963649	s	tüssents	tüsszentsz	4	-2.3309248931299953	49.25	3.8969093676180977	TRUE	Prs.NDef.2Sg (mondas)	4096	test	tüssents	s	nts	nt	ts	linking vowel varies
fetreng	fetreng	[/V][Prs.NDef.2Sg]	1.1845515482523803	13108	n	g	2	fetrenges	fetrengesz	es	43	-1.2995164288783714	s	fetrengs	fetrengsz	195	-0.6429502730954398	0.2205128205128205	-1.5117994428701844	TRUE	Prs.NDef.2Sg (mondas)	4096	test	fetrengs	s	ngs	ng	gs	linking vowel varies
növest	növeszt	[/V][Prs.NDef.2Sg]	1.5623235102166582	31283	s	t	2	növestes	növesztesz	es	194	-0.6451831545277318	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	növestes	NA	NA	st	NA	linking vowel always
séḏell	szégyell	[/V][Prs.1Sg›2]	2.0545830722375222	97178	l	l	2	NA	NA	NA	NA	NA	ek	séḏellek	szégyellek	193	-0.647427575450184	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	séḏellek	e	lle	ll	le	linking vowel never
döng	döng	[/V][Prs.NDef.3Pl]	0.5861865793637012	3305	n	g	1	döngenek	döngenek	enek	192	-0.6496836557544082	nek	döngnek	döngnek	57	-1.1771100287854663	3.3684210526315788	1.2144441041932312	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	döngnek	n	ngn	ng	gn	linking vowel varies
költ	költ	[/V][Prs.NDef.2Pl]	2.6688025015437415	399749	l	t	1	költötök	költötök	ötök	190	-0.6542312835051288	tök	költtök	költtök	2	-2.6319548887939765	95	4.553876891600541	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	költtök	t	ltt	lt	tt	linking vowel varies
biccent	biccent	[/V][Prs.NDef.3Pl]	0.9530543911084844	7692	n	t	2	biccentenek	biccentenek	enek	189	-0.6565230802847137	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	biccentenek	NA	NA	nt	NA	linking vowel always
vált	vált	[/V][Prs.NDef.2Pl]	3.138701646345799	1179469	l	t	1	váltotok	váltotok	otok	189	-0.6565230802847137	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	váltotok	NA	NA	lt	NA	linking vowel always
törlest	törleszt	[/V][Prs.NDef.2Sg]	1.6345355195171676	36942	s	t	2	törlestes	törlesztesz	es	188	-0.658827035194278	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	törlestes	NA	NA	st	NA	linking vowel always
borzong	borzong	[/V][Prs.NDef.3Pl]	1.0175746771538423	8924	n	g	2	borzonganak	borzonganak	anak	185	-0.6658131560549441	nak	borzongnak	borzongnak	24	-1.552773642746352	7.708333333333333	2.042301994730379	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	borzongnak	n	ngn	ng	gn	linking vowel varies
kereng	kereng	[/V][Prs.NDef.2Pl]	0.4808176323113937	2593	n	g	2	NA	NA	NA	NA	NA	tek	kerengtek	kerengtek	184	-0.6681670614484213	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	kerengtek	t	ngt	ng	gt	linking vowel never
örvend	örvend	[/V][Prs.NDef.2Sg]	2.1193126646506104	112797	n	d	2	örvendes	örvendesz	es	184	-0.6681670614484213	s	örvends	örvendsz	72	-1.0756523880266893	2.5555555555555554	0.9382696385929302	TRUE	Prs.NDef.2Sg (mondas)	4096	test	örvends	s	nds	nd	ds	linking vowel varies
hullajt	hullajt	[/V][Prs.NDef.3Pl]	0.7836860911021777	5208	j	t	2	hullajtanak	hullajtanak	anak	182	-0.672913496472883	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	hullajtanak	NA	NA	jt	NA	linking vowel always
šugall	sugall	[/V][Prs.NDef.2Sg]	2.166726825892367	125809	l	l	2	šugallas	sugallasz	as	7	-2.087886844443701	s	šugalls	sugallsz	178	-0.6825648821490639	0.03932584269662921	-3.235873401236772	TRUE	Prs.NDef.2Sg (mondas)	4096	test	šugalls	s	lls	ll	ls	linking vowel varies
tapast	tapaszt	[/V][Prs.NDef.3Pl]	1.133564654303976	11656	s	t	2	tapastanak	tapasztanak	anak	177	-0.6850116180961512	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	tapastanak	NA	NA	st	NA	linking vowel always
kereng	kereng	[/V][Prs.NDef.3Pl]	0.4808176323113937	2593	n	g	2	kerengenek	kerengenek	enek	175	-0.6899468357716634	nek	kerengnek	kerengnek	155	-0.7426531862876663	1.1290322580645162	0.12136085700426752	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	kerengnek	n	ngn	ng	gn	linking vowel varies
reštell	restell	[/V][Prs.NDef.3Pl]	0.8460340874569128	6012	l	l	2	reštellenek	restellenek	enek	9	-1.978742375018633	nek	reštellnek	restellnek	174	-0.6924356361753581	0.05172413793103448	-2.9618307218783095	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	reštellnek	n	lln	ll	ln	linking vowel varies
čeppent	cseppent	[/V][Prs.NDef.2Sg]	1.115418071694782	11179	n	t	2	čeppentes	cseppentesz	es	173	-0.6949387813291624	s	čeppents	cseppentsz	1	-2.932984884457958	173	5.153291594497779	TRUE	Prs.NDef.2Sg (mondas)	4096	test	čeppents	s	nts	nt	ts	linking vowel varies
višong	visong	[/V][Prs.NDef.3Pl]	0.3176790350052857	1781	n	g	2	višonganak	visonganak	anak	173	-0.6949387813291624	nak	višongnak	visongnak	17	-1.702535963079684	10.176470588235292	2.3200782504415627	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	višongnak	n	ngn	ng	gn	linking vowel varies
bomlast	bomlaszt	[/V][Prs.NDef.3Pl]	0.7934978123268719	5327	s	t	2	bomlastanak	bomlasztanak	anak	171	-0.6999887740658041	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	bomlastanak	NA	NA	st	NA	linking vowel always
billent	billent	[/V][Prs.NDef.3Pl]	1.2721111631205262	16036	n	t	2	billentenek	billentenek	enek	169	-0.7050981798442842	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	billentenek	NA	NA	nt	NA	linking vowel always
forrast	forraszt	[/V][Prs.NDef.3Pl]	1.1291832888938251	11539	s	t	2	forrastanak	forrasztanak	anak	169	-0.7050981798442842	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	forrastanak	NA	NA	st	NA	linking vowel always
sökell	szökell	[/V][Prs.NDef.3Pl]	0.4649551242140798	2500	l	l	2	sökellenek	szökellenek	enek	14	-1.7868568487797198	nek	sökellnek	szökellnek	169	-0.7050981798442842	0.08284023668639054	-2.490841385307814	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	sökellnek	n	lln	ll	ln	linking vowel varies
ḏárt	gyárt	[/V][Prs.NDef.2Pl]	2.644984606286616	378416	r	t	1	ḏártotok	gyártotok	otok	168	-0.707675602732095	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	ḏártotok	NA	NA	rt	NA	linking vowel always
megšért	megsért	[/V][Prs.NDef.2Sg]	2.1871545349738746	131868	r	t	2	megšértes	megsértesz	es	168	-0.707675602732095	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	megšértes	NA	NA	rt	NA	linking vowel always
dong	dong	[/V][Prs.NDef.3Pl]	0.9073721747453984	6924	n	g	1	donganak	donganak	anak	135	-0.8026511159629518	nak	dongnak	dongnak	164	-0.71814103641026	0.823170731707317	-0.19459164938576903	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	dongnak	n	ngn	ng	gn	linking vowel varies
termest	termeszt	[/V][Prs.NDef.2Sg]	1.952517684470458	76825	s	t	2	termestes	termesztesz	es	163	-0.720797280054	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	termestes	NA	NA	st	NA	linking vowel always
döbbent	döbbent	[/V][Prs.NDef.3Pl]	1.650270582217736	38305	n	t	2	döbbentenek	döbbentenek	enek	159	-0.7315877601375064	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	döbbentenek	NA	NA	nt	NA	linking vowel always
told	told	[/V][Prs.NDef.3Pl]	1.2461933447518363	15107	l	d	1	toldanak	toldanak	anak	158	-0.7343277975035353	nak	toldnak	toldnak	3	-2.455863629738295	52.666666666666664	3.963982744358857	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	toldnak	n	ldn	ld	dn	linking vowel varies
zöldell	zöldell	[/V][Prs.NDef.2Pl]	0.8296186651088456	5789	l	l	2	NA	NA	NA	NA	NA	tek	zöldelltek	zöldelltek	157	-0.7370852320487241	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	zöldelltek	t	llt	ll	lt	linking vowel never
