lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	class	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form
lappang	lappang	[/V][Prs.NDef.3Pl]	1.2723819034085184	16046	ng	n	g	2	cc	lappanganak	lappanganak	anak	1369	0.20341856367603217	nak	lappangnak	lappangnak	187	-0.6611432779214589	7.320855614973262	1.9907272084338623	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	lappangnak
sakít	szakít	[/V][Prs.NDef.2Sg]	2.3864459931084663	208656	t	t		2	vc	sakítas	szakítasz	as	1361	0.20087324074537688	s	sakíts	szakítsz	16	-1.728864901802033	85.0625	4.443386280411685	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
lazít	lazít	[/V][Prs.NDef.3Pl]	1.958279311016414	77851	t	t		2	vc	lazítanak	lazítanak	anak	1360	0.20055402391225963	nak	lazítnak	lazítnak	3	-2.455863629738295	453.3333333333333	6.116627690061988	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
bővít	bővít	[/V][Prs.NDef.3Pl]	2.5128449687857826	279145	t	t		2	vc	bővítenek	bővítenek	enek	1357	0.19959496320177925	nek	bővítnek	bővítnek	9	-1.978742375018633	150.77777777777777	5.015807082498649	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
zeng	zeng	[/V][Prs.NDef.2Pl]	1.7743979085034178	50978	ng	n	g	1	cc	zengetek	zengetek	etek	12	-1.853803638410333	tek	zengtek	zengtek	1349	0.1970270652139464	0.008895478131949592	-4.722212206419756	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	zengtek
pillant	pillant	[/V][Prs.NDef.3Pl]	2.0275762625908595	91319	nt	n	t	2	cc	pillantanak	pillantanak	anak	1347	0.19638271126502777	nak	pillantnak	pillantnak	1	-2.932984884457958	1347	7.205635176410364	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	pillantnak
lejt	lejt	[/V][Prs.NDef.3Pl]	1.1958342577365526	13453	jt	j	t	1	cc	lejtenek	lejtenek	enek	1333	0.1918452649559014	nek	lejtnek	lejtnek	11	-1.8915921992997329	121.18181818181819	4.797292047380338	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	lejtnek
önt	önt	[/V][Prs.NDef.2Sg]	2.628092636201345	363980	nt	n	t	1	cc	öntes	öntesz	es	1320	0.187589046747892	s	önts	öntsz	8	-2.0298948974660145	165	5.10594547390058	TRUE	Prs.NDef.2Sg (mondas)	4096	test	önts
félreért	félreért	[/V][Prs.NDef.2Sg]	1.6781859130022172	40848	rt	r	t	3	cc	félreértes	félreértesz	es	1313	0.18527984163152153	s	félreérts	félreértsz	7	-2.087886844443701	187.57142857142858	5.2341597252474825	TRUE	Prs.NDef.2Sg (mondas)	4096	test	félreérts
kong	kong	[/V][Prs.NDef.3Pl]	1.684612987091838	41457	ng	n	g	1	cc	konganak	konganak	anak	1304	0.18229270693794355	nak	kongnak	kongnak	305	-0.448685045111172	4.275409836065574	1.4528799658791867	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	kongnak
gördít	gördít	[/V][Prs.NDef.3Pl]	1.1531969201917915	12195	t	t		2	vc	gördítenek	gördítenek	enek	1299	0.18062426661507003	nek	gördítnek	gördítnek	6	-2.1548336340743144	216.5	5.377590547442544	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
lézeng	lézeng	[/V][Prs.NDef.2Pl]	1.031557581621179	9216	ng	n	g	2	cc	lézengetek	lézengetek	etek	2	-2.6319548887939765	tek	lézengtek	lézengtek	1292	0.17827762920110743	0.0015479876160990713	-6.470799503782602	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	lézengtek
bátorít	bátorít	[/V][Prs.1Sg›2]	1.9473369910694915	75914	t	t		3	vc	bátorítalak	bátorítalak	alak	1291	0.17794135780846249	lak	bátorítlak	bátorítlak	48	-1.2517436470823706	26.895833333333332	3.2919713799387513	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
függ	függ	[/V][Prs.NDef.2Sg]	2.921588333286279	715440	gg	g	g	1	cc	függes	függesz	es	217	-0.5965251506094283	s	függs	függsz	1289	0.17726803289544518	0.16834755624515127	-1.781724649398728	TRUE	Prs.NDef.2Sg (mondas)	4096	test	függs
megšért	megsért	[/V][Prs.NDef.3Pl]	2.1871545349738746	131868	rt	r	t	2	cc	megšértenek	megsértenek	enek	1280	0.17422508518991056	nek	megšértnek	megsértnek	1	-2.932984884457958	1280	7.154615356913663	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	megšértnek
örökít	örökít	[/V][Prs.NDef.3Pl]	1.9189030405469067	71103	t	t		3	vc	örökítenek	örökítenek	enek	1275	0.17252530031201616	nek	örökítnek	örökítnek	3	-2.455863629738295	425	6.052089168924417	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
gazdagít	gazdagít	[/V][Prs.NDef.3Pl]	2.129495564516606	115473	t	t		3	vc	gazdagítanak	gazdagítanak	anak	1268	0.17013436908775606	nak	gazdagítnak	gazdagítnak	1	-2.932984884457958	1268	7.145196134997171	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
merít	merít	[/V][Prs.NDef.2Sg]	2.229707939547056	145443	t	t		2	vc	merítes	merítesz	es	1266	0.16944882122337843	s	meríts	merítsz	20	-1.6319548887939763	63.3	4.147885329150131	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
tanít	tanít	[/V][Prs.1Sg›2]	2.9108935588957916	698037	t	t		2	vc	tanítalak	tanítalak	alak	1243	0.16148624418368693	lak	tanítlak	tanítlak	176	-0.687472216643808	7.0625	1.9547990964725592	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
töpreng	töpreng	[/V][Prs.NDef.3Pl]	1.6971377584013545	42670	ng	n	g	2	cc	töprengenek	töprengenek	enek	1241	0.16078689704077198	nek	töprengnek	töprengnek	32	-1.427834906138052	38.78125	3.6579368824048806	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	töprengnek
vall	vall	[/V][Prs.NDef.2Sg]	2.7990089795374744	539503	ll	l	l	1	cc	vallas	vallasz	as	1203	0.14728074288188692	s	valls	vallsz	23	-1.571257048440365	52.30434782608695	3.957079500045529	TRUE	Prs.NDef.2Sg (mondas)	4096	test	valls
leng	leng	[/V][Prs.NDef.3Pl]	1.7526762559372897	48491	ng	n	g	1	cc	lengenek	lengenek	enek	1199	0.1458342986408908	nek	lengnek	lengnek	279	-0.48738068118436023	4.297491039426523	1.4580313732061487	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	lengnek
torzít	torzít	[/V][Prs.NDef.3Pl]	1.9351244368776064	73809	t	t		2	vc	torzítanak	torzítanak	anak	1197	0.14510926594845286	nak	torzítnak	torzítnak	3	-2.455863629738295	399	5.988961416889864	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
eṉhít	enyhít	[/V][Prs.NDef.3Pl]	2.2735684604749347	160899	t	t		2	vc	eṉhítenek	enyhítenek	enek	1190	0.14256207693457293	nek	eṉhítnek	enyhítnek	4	-2.3309248931299953	297.5	5.695414224985685	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
sorong	szorong	[/V][Prs.NDef.2Sg]	1.6523630266366331	38490	ng	n	g	2	cc	sorongas	szorongasz	as	45	-1.279772370682614	s	sorongs	szorongsz	1184	0.14036681792894318	0.03800675675675676	-3.2699913256736313	TRUE	Prs.NDef.2Sg (mondas)	4096	test	sorongs
ront	ront	[/V][Prs.NDef.2Sg]	2.498256616638663	269924	nt	n	t	1	cc	rontas	rontasz	as	1174	0.13668321245363788	s	ronts	rontsz	9	-1.978742375018633	130.44444444444446	4.870947423051822	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ronts
küld	küld	[/V][Prs.NDef.2Pl]	3.329046184230405	1828231	ld	l	d	1	cc	küldötök	küldötök	ötök	145	-0.771616882222983	tök	küldtök	küldtök	1155	0.12959709977020528	0.12554112554112554	-2.0751218805353195	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	küldtök
válast	választ	[/V][Prs.1Sg›2]	3.596984538197973	3388203	st	s	t	2	cc	válastalak	választalak	alak	1129	0.11970905746701004	lak	válastlak	választlak	5	-2.234014880121939	225.8	5.419649651715562	TRUE	Prs.1Sg›2 (mondalak)	1749	test	válastlak
čüng	csüng	[/V][Prs.NDef.3Pl]	1.166350393228	12570	ng	n	g	1	cc	čüngenek	csüngenek	enek	1121	0.11662072813701536	nek	čüngnek	csüngnek	773	-0.04480539053963291	1.4501940491591203	0.37169737448473794	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	čüngnek
kattint	kattint	[/V][Prs.NDef.2Pl]	3.101250403862836	1082020	nt	n	t	2	cc	kattintotok	kattintotok	otok	1080	0.10043887102899184	tok	kattinttok	kattinttok	3	-2.455863629738295	360	5.886104031450156	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	kattinttok
buzdít	buzdít	[/V][Prs.1Sg›2]	2.031524593591308	92153	t	t		2	vc	buzdítalak	buzdítalak	alak	1068	0.0955863682345798	lak	buzdítlak	buzdítlak	72	-1.0756523880266893	14.833333333333334	2.6968769005040847	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
bánt	bánt	[/V][Prs.NDef.2Sg]	2.302654646830123	172044	nt	n	t	1	cc	bántas	bántasz	as	1065	0.09436472331679864	s	bánts	bántsz	21	-1.6107655897240385	50.714285714285715	3.9262076404201025	TRUE	Prs.NDef.2Sg (mondas)	4096	test	bánts
fost	foszt	[/V][Prs.NDef.3Pl]	1.6726648740591443	40332	st	s	t	1	cc	fostanak	fosztanak	anak	1065	0.09436472331679864	nak	fostnak	fosztnak	2	-2.6319548887939765	532.5	6.277582897583581	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	fostnak
zöldell	zöldell	[/V][Prs.NDef.3Pl]	0.8296186651088456	5789	ll	l	l	2	cc	zöldellenek	zöldellenek	enek	132	-0.812410953252108	nek	zöldellnek	zöldellnek	1044	0.08571561420828551	0.12643678160919541	-2.068012845856213	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	zöldellnek
kiált	kiált	[/V][Prs.NDef.2Sg]	2.355172642073583	194159	lt	l	t	2	cc	kiáltas	kiáltasz	as	1024	0.0773150721818541	s	kiálts	kiáltsz	12	-1.853803638410333	85.33333333333333	4.446565155811452	TRUE	Prs.NDef.2Sg (mondas)	4096	test	kiálts
sámít	számít	[/V][Prs.NDef.2Pl]	3.4385556394811343	2352559	t	t		2	vc	sámítotok	számítotok	otok	1011	0.07176627113304322	tok	sámíttok	számíttok	14	-1.7868568487797198	72.21428571428571	4.279637889405213	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA
biztošít	biztosít	[/V][Prs.NDef.2Sg]	3.6171036154920224	3548857	t	t		3	vc	biztošítas	biztosítasz	as	1009	0.07090628177895267	s	biztošíts	biztosítsz	6	-2.1548336340743144	168.16666666666666	5.124955551125554	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
tulajdonít	tulajdonít	[/V][Prs.NDef.2Sg]	2.195323896816683	134372	t	t		4	vc	tulajdonítas	tulajdonítasz	as	997	0.06571027385369792	s	tulajdoníts	tulajdonítsz	7	-2.087886844443701	142.42857142857142	4.958840620906525	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
terjeng	terjeng	[/V][Prs.NDef.2Pl]	1.144782605924099	11961	ng	n	g	2	cc	terjengetek	terjengetek	etek	5	-2.234014880121939	tek	terjengtek	terjengtek	996	0.06527445396574089	0.0050200803212851405	-5.294309345150498	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	terjengtek
sólít	szólít	[/V][Prs.1Sg›2]	2.4536906166811505	243599	t	t		2	vc	sólítalak	szólítalak	alak	986	0.06089203048325336	lak	sólítlak	szólítlak	198	-0.6363196941964268	4.97979797979798	1.6053893239081003	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
telepít	telepít	[/V][Prs.NDef.2Sg]	2.546496848711112	301635	t	t		3	vc	telepítes	telepítesz	es	984	0.06001021397338365	s	telepíts	telepítsz	3	-2.455863629738295	328	5.793013608384144	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
višít	visít	[/V][Prs.NDef.3Pl]	1.2124290807099256	13977	t	t		2	vc	višítanak	visítanak	anak	978	0.0573539703296436	nak	višítnak	visítnak	12	-1.853803638410333	81.5	4.400603020246817	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
ujjong	ujjong	[/V][Prs.NDef.3Pl]	1.3958430545563227	21322	ng	n	g	2	cc	ujjonganak	ujjonganak	anak	950	0.04473872083088993	nak	ujjongnak	ujjongnak	118	-0.8611028771518324	8.05084745762712	2.085777360128922	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	ujjongnak
fetreng	fetreng	[/V][Prs.NDef.3Pl]	1.1845515482523803	13108	ng	n	g	2	cc	fetrengenek	fetrengenek	enek	947	0.0433650945453156	nek	fetrengnek	fetrengnek	38	-1.3532012878411477	24.92105263157895	3.2157129334596926	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	fetrengnek
terjeng	terjeng	[/V][Prs.NDef.3Pl]	1.144782605924099	11961	ng	n	g	2	cc	terjengenek	terjengenek	enek	945	0.04244692405130512	nek	terjengnek	terjengnek	330	-0.4144709445800704	2.8636363636363638	1.052092273033217	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	terjengnek
díseleg	díszeleg	[/V][Prs.NDef.2Pl]	1.312058689472652	17581	g	g		3	vc	díselegetek	díszelegetek	etek	1	-2.932984884457958	tek	díselegtek	díszelegtek	928	0.0345630917609042	0.0010775862068965517	-6.833031732786201	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA
int	int	[/V][Prs.1Sg›2]	2.329181328593249	182880	nt	n	t	1	cc	intelek	intelek	elek	896	0.0193231252041674	lek	intlek	intlek	114	-0.8760800331214852	7.859649122807017	2.061741964580435	TRUE	Prs.1Sg›2 (mondalak)	1749	test	intlek
kell	kell	[/V][Prs.NDef.2Pl]	4.529006843156771	28972884	ll	l	l	1	cc	kelletek	kelletek	etek	884	0.01346738055511526	tek	kelltek	kelltek	6	-2.1548336340743144	147.33333333333334	4.992697593409589	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	kelltek
sólít	szólít	[/V][Prs.NDef.2Sg]	2.4536906166811505	243599	t	t		2	vc	sólítas	szólítasz	as	875	0.00902316856435538	s	sólíts	szólítsz	25	-1.5350448757859203	35	3.5553480614894135	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
leḏint	legyint	[/V][Prs.NDef.2Sg]	1.705684043387432	43518	nt	n	t	2	cc	leḏintes	legyintesz	es	870	0.00653436816066066	s	leḏints	legyintsz	2	-2.6319548887939765	435	6.075346031088684	TRUE	Prs.NDef.2Sg (mondas)	4096	test	leḏints
šegít	segít	[/V][Prs.1Sg›2]	3.737458026782751	4682124	t	t		2	vc	šegítelek	segítelek	elek	870	0.00653436816066066	lek	šegítlek	segítlek	213	-0.6046052810192202	4.084507042253521	1.4072010459392044	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
šejt	sejt	[/V][Prs.NDef.2Sg]	2.9107709750098145	697840	jt	j	t	1	cc	šejtes	sejtesz	es	862	0.00252238136675494	s	šejts	sejtsz	41	-1.3202010277382223	21.024390243902438	3.0456832039593853	TRUE	Prs.NDef.2Sg (mondas)	4096	test	šejts
küzd	küzd	[/V][Prs.NDef.2Pl]	2.8842471998392543	656496	zd	z	d	1	cc	küzdötök	küzdötök	ötök	860	0.00151356678560985	tök	küzdtök	küzdtök	23	-1.571257048440365	37.391304347826086	3.6214381733184036	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	küzdtök
bánt	bánt	[/V][Prs.1Sg›2]	2.302654646830123	172044	nt	n	t	1	cc	bántalak	bántalak	alak	855	-0.00101876972978518	lak	bántlak	bántlak	178	-0.6825648821490639	4.803370786516854	1.569317918644675	TRUE	Prs.1Sg›2 (mondalak)	1749	test	bántlak
bólint	bólint	[/V][Prs.NDef.3Pl]	1.825949705664744	57403	nt	n	t	2	cc	bólintanak	bólintanak	anak	839	-0.00922292362925756	nak	bólintnak	bólintnak	2	-2.6319548887939765	419.5	6.0390635259072605	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	bólintnak
köṉṉít	könnyít	[/V][Prs.NDef.3Pl]	2.012488624619666	88201	t	t		2	vc	köṉṉítenek	könnyítenek	enek	835	-0.01129840897435574	nek	köṉṉítnek	könnyítnek	4	-2.3309248931299953	208.75	5.341137363730965	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
tátong	tátong	[/V][Prs.NDef.3Pl]	1.285314241427215	16531	ng	n	g	2	cc	tátonganak	tátonganak	anak	828	-0.0149545476730777	nak	tátongnak	tátongnak	324	-0.4224398742513457	2.5555555555555554	0.9382696385929302	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	tátongnak
töpreng	töpreng	[/V][Prs.NDef.2Sg]	1.6971377584013545	42670	ng	n	g	2	cc	töprenges	töprengesz	es	88	-0.9885022123077892	s	töprengs	töprengsz	827	-0.01547937490541114	0.10640870616686819	-2.2404678805454847	TRUE	Prs.NDef.2Sg (mondas)	4096	test	töprengs
old	old	[/V][Prs.NDef.2Sg]	2.8249058973828483	572652	ld	l	d	1	cc	oldas	oldasz	as	825	-0.01653093590803274	s	olds	oldsz	8	-2.0298948974660145	103.125	4.6359418446548455	TRUE	Prs.NDef.2Sg (mondas)	4096	test	olds
ḏújt	gyújt	[/V][Prs.NDef.2Sg]	2.117290442944573	112273	jt	j	t	1	cc	ḏújtas	gyújtasz	as	819	-0.01970098269753937	s	ḏújts	gyújtsz	7	-2.087886844443701	117	4.762173934797756	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ḏújts
ejt	ejt	[/V][Prs.NDef.2Sg]	2.54627650321544	301482	jt	j	t	1	cc	ejtes	ejtesz	es	807	-0.0261113497358874	s	ejts	ejtsz	10	-1.9329848844579576	80.7	4.390738575275903	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ejts
biztošít	biztosít	[/V][Prs.1Sg›2]	3.6171036154920224	3548857	t	t		3	vc	biztošítalak	biztosítalak	alak	806	-0.02664984265286718	lak	biztošítlak	biztosítlak	242	-0.5491695184775266	3.330578512396694	1.203146016349942	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
tágít	tágít	[/V][Prs.NDef.3Pl]	1.6317403439495126	36705	t	t		2	vc	tágítanak	tágítanak	anak	780	-0.04089028176747745	nak	tágítnak	tágítnak	3	-2.455863629738295	260	5.560681631015528	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
eḏešít	egyesít	[/V][Prs.NDef.3Pl]	2.1200666549941487	112993	t	t		3	vc	eḏešítenek	egyesítenek	enek	778	-0.04200528746826889	nek	eḏešítnek	egyesítnek	1	-2.932984884457958	778	6.656726524178391	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
hint	hint	[/V][Prs.NDef.3Pl]	1.5869611793795713	33109	nt	n	t	1	cc	hintenek	hintenek	enek	777	-0.04256386565704357	nek	hintnek	hintnek	2	-2.6319548887939765	388.5	5.962293169807702	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	hintnek
törlest	törleszt	[/V][Prs.NDef.3Pl]	1.6345355195171676	36942	st	s	t	2	cc	törlestenek	törlesztenek	enek	770	-0.04649415928547599	nek	törlestnek	törlesztnek	5	-2.234014880121939	154	5.0369526024136295	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	törlestnek
ment	ment	[/V][Prs.NDef.2Sg]	2.6656885548669886	396893	nt	n	t	1	cc	mentes	mentesz	es	763	-0.05046034650307736	s	ments	mentsz	3	-2.455863629738295	254.33333333333334	5.538645742616348	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ments
čeng	cseng	[/V][Prs.NDef.2Pl]	1.8314154384984305	58130	ng	n	g	1	cc	čengetek	csengetek	etek	220	-0.5905622036357516	tek	čengtek	csengtek	762	-0.05102991311835734	0.2887139107611549	-1.2423190093342846	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	čengtek
őrjöng	őrjöng	[/V][Prs.NDef.3Pl]	1.1505535667721816	12121	ng	n	g	2	cc	őrjöngenek	őrjöngenek	enek	750	-0.05792362106625776	nek	őrjöngnek	őrjöngnek	110	-0.8915921992997328	6.818181818181818	1.91959284073794	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	őrjöngnek
mond	mond	[/V][Prs.1Sg›2]	4.129447533832242	11546023	nd	n	d	1	cc	mondalak	mondalak	alak	740	-0.06375316472698163	lak	mondlak	mondlak	26	-1.5180115364871398	28.46153846153846	3.3485536481767335	TRUE	Prs.1Sg›2 (mondalak)	1749	test	mondlak
hossabbít	hosszabbít	[/V][Prs.NDef.3Pl]	1.7672773929022294	50149	t	t		3	vc	hossabbítanak	hosszabbítanak	anak	735	-0.06669754537376292	nak	hossabbítnak	hosszabbítnak	5	-2.234014880121939	147	4.990432586778736	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
šóhajt	sóhajt	[/V][Prs.NDef.3Pl]	1.812815728087108	55693	jt	j	t	2	cc	šóhajtanak	sóhajtanak	anak	718	-0.07686044021565751	nak	šóhajtnak	sóhajtnak	7	-2.087886844443701	102.57142857142857	4.6305594199929105	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	šóhajtnak
šüvít	süvít	[/V][Prs.NDef.3Pl]	0.968418942367294	7969	t	t		2	vc	šüvítenek	süvítenek	enek	715	-0.07867884265687722	nek	šüvítnek	süvítnek	6	-2.1548336340743144	119.16666666666667	4.780523073465953	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
zajong	zajong	[/V][Prs.NDef.3Pl]	0.8742117762529894	6415	ng	n	g	2	cc	zajonganak	zajonganak	anak	689	-0.09476566255033204	nak	zajongnak	zajongnak	122	-0.8466250537832096	5.647540983606557	1.731220226280402	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	zajongnak
teremt	teremt	[/V][Prs.NDef.2Pl]	2.9969798872652507	851069	mt	m	t	2	cc	teremtetek	teremtetek	etek	684	-0.09792878273784164	tek	teremttek	teremttek	2	-2.6319548887939765	342	5.834810737062605	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	teremttek
finomít	finomít	[/V][Prs.NDef.3Pl]	1.671327586790543	40208	t	t		3	vc	finomítanak	finomítanak	anak	682	-0.0992005098014789	nak	finomítnak	finomítnak	1	-2.932984884457958	682	6.525029657843462	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
javít	javít	[/V][Prs.NDef.2Sg]	2.953715041297892	770371	t	t		2	vc	javítas	javítasz	as	677	-0.1023962157728135	s	javíts	javítsz	8	-2.0298948974660145	84.625	4.438229731232439	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
általánošít	általánosít	[/V][Prs.NDef.3Pl]	1.413680982284243	22216	t	t		5	vc	általánošítanak	általánosítanak	anak	671	-0.10626236428896577	nak	általánošítnak	általánosítnak	1	-2.932984884457958	671	6.508769136971682	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
ḏanít	gyanít	[/V][Prs.NDef.3Pl]	1.8340299058045817	58481	t	t		2	vc	ḏanítanak	gyanítanak	anak	658	-0.11475899084400232	nak	ḏanítnak	gyanítnak	3	-2.455863629738295	219.33333333333334	5.390592642657207	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
bočát	bocsát	[/V][Prs.NDef.2Sg]	2.659027454137191	390852	t	t		2	vc	bočátas	bocsátasz	as	654	-0.11740713613369054	s	bočáts	bocsátsz	6	-2.1548336340743144	109	4.6913478822291435	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
dühöng	dühöng	[/V][Prs.NDef.3Pl]	1.3723234834061857	20198	ng	n	g	2	cc	dühöngenek	dühöngenek	enek	649	-0.12074018765758858	nek	dühöngnek	dühöngnek	155	-0.7426531862876663	4.187096774193549	1.4320075997848434	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	dühöngnek
értékešít	értékesít	[/V][Prs.NDef.2Sg]	2.4192960625811124	225051	t	t		4	vc	értékešítes	értékesítesz	es	649	-0.12074018765758858	s	értékešíts	értékesítsz	2	-2.6319548887939765	324.5	5.782285536144145	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
kačint	kacsint	[/V][Prs.NDef.3Pl]	1.3762192952124497	20380	nt	n	t	2	cc	kačintanak	kacsintanak	anak	637	-0.12884545212260742	nak	kačintnak	kacsintnak	1	-2.932984884457958	637	6.456769655572163	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	kačintnak
átall	átall	[/V][Prs.NDef.3Pl]	1.0077805511732596	8725	ll	l	l	2	cc	átallanak	átallanak	anak	622	-0.13919449976713916	nak	átallnak	átallnak	371	-0.363610974842912	1.6765498652291104	0.5167380301317442	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	átallnak
dereng	dereng	[/V][Prs.NDef.3Pl]	1.2369245574431114	14788	ng	n	g	2	cc	derengenek	derengenek	enek	617	-0.14269972042471618	nek	derengnek	derengnek	76	-1.0521712921771664	8.118421052631579	2.0941356836190566	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	derengnek
épít	épít	[/V][Prs.NDef.2Pl]	3.2018428583606102	1364042	t	t		2	vc	építetek	építetek	etek	616	-0.14340417229353233	tek	építtek	építtek	72	-1.0756523880266893	8.555555555555555	2.1465808445174646	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA
mets	metsz	[/V][Prs.NDef.3Pl]	1.660411957842249	39210	ts	t	s	1	cc	metsenek	metszenek	enek	614	-0.14481651331679016	nek	metsnek	metsznek	3	-2.455863629738295	204.66666666666666	5.321382639479033	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	metsnek
fordít	fordít	[/V][Prs.NDef.2Pl]	3.014535099548731	886176	t	t		2	vc	fordítotok	fordítotok	otok	608	-0.14908130518522292	tok	fordíttok	fordíttok	38	-1.3532012878411477	16	2.772588722239781	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA
vét	vét	[/V][Prs.NDef.2Sg]	1.835749387201584	58713	t	t		1	vc	vétes	vétesz	es	603	-0.15266757231780653	s	véts	vétsz	11	-1.8915921992997329	54.81818181818182	4.004021923928815	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
sépít	szépít	[/V][Prs.NDef.3Pl]	1.7603374722949938	49354	t	t		2	vc	sépítenek	szépítenek	enek	595	-0.15846791872940827	nek	sépítnek	szépítnek	48	-1.2517436470823706	12.395833333333334	2.517360394637739	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
lelkešít	lelkesít	[/V][Prs.NDef.3Pl]	1.2970039520868533	16982	t	t		3	vc	lelkešítenek	lelkesítenek	enek	594	-0.1591984394767643	nek	lelkešítnek	lelkesítnek	1	-2.932984884457958	594	6.386879319362645	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA
čapong	csapong	[/V][Prs.NDef.3Pl]	0.9335977926055912	7355	ng	n	g	2	cc	čaponganak	csaponganak	anak	592	-0.16066317773503802	nak	čapongnak	csapongnak	165	-0.7155009402440515	3.587878787878788	1.277561160983425	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	čapongnak
hašonlít	hasonlít	[/V][Prs.NDef.2Pl]	2.7944123971664334	533823	t	t		3	vc	hašonlítotok	hasonlítotok	otok	592	-0.16066317773503802	tok	hašonlíttok	hasonlíttok	77	-1.046494159285476	7.688311688311688	2.039701213030322	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA
