lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset
felejt	felejt	[/V][Prs.NDef.2Sg]	2.6921814049054085	421858	jt	j	t	2	felejtes	felejtesz	es	1564	0.2612518642658714	s	felejts	felejtsz	36	-1.3766823836906703	43.44444444444444	3.7714829826491463	TRUE	2Sg (rajongasz)	438
jelent	jelent	[/V][Prs.NDef.2Sg]	3.848512349249592	6046405	nt	n	t	2	jelentes	jelentesz	es	1524	0.25000008254562384	s	jelents	jelentsz	15	-1.756893625402277	101.6	4.6210435351443815	TRUE	2Sg (rajongasz)	438
lézeng	lézeng	[/V][Prs.NDef.3Pl]	1.031557581621179	9216	ng	n	g	2	lézengenek	lézengenek	enek	1404	0.21438222333582865	nek	lézengnek	lézengnek	73	-1.069662024337502	19.232876712328768	2.9566211434373653	TRUE	3Pl (rajonganak)	440
kelt	kelt	[/V][Prs.NDef.2Pl]	2.7981185534768014	538398	lt	l	t	1	keltetek	keltetek	etek	1379	0.20657938171789195	tek	kelttek	kelttek	1	-2.932984884457958	1379	7.229113877793302	TRUE	2Pl (rajongotok)	268
lappang	lappang	[/V][Prs.NDef.3Pl]	1.2723819034085184	16046	ng	n	g	2	lappanganak	lappanganak	anak	1369	0.20341856367603217	nak	lappangnak	lappangnak	187	-0.6611432779214589	7.320855614973262	1.9907272084338623	TRUE	3Pl (rajonganak)	440
zeng	zeng	[/V][Prs.NDef.2Pl]	1.7743979085034178	50978	ng	n	g	1	zengetek	zengetek	etek	12	-1.853803638410333	tek	zengtek	zengtek	1349	0.1970270652139464	0.008895478131949592	-4.722212206419756	TRUE	2Pl (rajongotok)	268
pillant	pillant	[/V][Prs.NDef.3Pl]	2.0275762625908595	91319	nt	n	t	2	pillantanak	pillantanak	anak	1347	0.19638271126502777	nak	pillantnak	pillantnak	1	-2.932984884457958	1347	7.205635176410364	TRUE	3Pl (rajonganak)	440
lejt	lejt	[/V][Prs.NDef.3Pl]	1.1958342577365526	13453	jt	j	t	1	lejtenek	lejtenek	enek	1333	0.1918452649559014	nek	lejtnek	lejtnek	11	-1.8915921992997329	121.18181818181819	4.797292047380338	TRUE	3Pl (rajonganak)	440
önt	önt	[/V][Prs.NDef.2Sg]	2.628092636201345	363980	nt	n	t	1	öntes	öntesz	es	1320	0.187589046747892	s	önts	öntsz	8	-2.0298948974660145	165	5.10594547390058	TRUE	2Sg (rajongasz)	438
félreért	félreért	[/V][Prs.NDef.2Sg]	1.6781859130022172	40848	rt	r	t	3	félreértes	félreértesz	es	1313	0.18527984163152153	s	félreérts	félreértsz	7	-2.087886844443701	187.57142857142858	5.2341597252474825	TRUE	2Sg (rajongasz)	438
kong	kong	[/V][Prs.NDef.3Pl]	1.684612987091838	41457	ng	n	g	1	konganak	konganak	anak	1304	0.18229270693794355	nak	kongnak	kongnak	305	-0.448685045111172	4.275409836065574	1.4528799658791867	TRUE	3Pl (rajonganak)	440
lézeng	lézeng	[/V][Prs.NDef.2Pl]	1.031557581621179	9216	ng	n	g	2	lézengetek	lézengetek	etek	2	-2.6319548887939765	tek	lézengtek	lézengtek	1292	0.17827762920110743	0.0015479876160990713	-6.470799503782602	TRUE	2Pl (rajongotok)	268
megšért	megsért	[/V][Prs.NDef.3Pl]	2.1871545349738746	131868	rt	r	t	2	megšértenek	megsértenek	enek	1280	0.17422508518991056	nek	megšértnek	megsértnek	1	-2.932984884457958	1280	7.154615356913663	TRUE	3Pl (rajonganak)	440
töpreng	töpreng	[/V][Prs.NDef.3Pl]	1.6971377584013545	42670	ng	n	g	2	töprengenek	töprengenek	enek	1241	0.16078689704077198	nek	töprengnek	töprengnek	32	-1.427834906138052	38.78125	3.6579368824048806	TRUE	3Pl (rajonganak)	440
leng	leng	[/V][Prs.NDef.3Pl]	1.7526762559372897	48491	ng	n	g	1	lengenek	lengenek	enek	1199	0.1458342986408908	nek	lengnek	lengnek	279	-0.48738068118436023	4.297491039426523	1.4580313732061487	TRUE	3Pl (rajonganak)	440
sorong	szorong	[/V][Prs.NDef.2Sg]	1.6523630266366331	38490	ng	n	g	2	sorongas	szorongasz	as	45	-1.279772370682614	s	sorongs	szorongsz	1184	0.14036681792894318	0.03800675675675676	-3.2699913256736313	TRUE	2Sg (rajongasz)	438
ront	ront	[/V][Prs.NDef.2Sg]	2.498256616638663	269924	nt	n	t	1	rontas	rontasz	as	1174	0.13668321245363788	s	ronts	rontsz	9	-1.978742375018633	130.44444444444446	4.870947423051822	TRUE	2Sg (rajongasz)	438
küld	küld	[/V][Prs.NDef.2Pl]	3.329046184230405	1828231	ld	l	d	1	küldötök	küldötök	ötök	145	-0.771616882222983	tök	küldtök	küldtök	1155	0.12959709977020528	0.12554112554112554	-2.0751218805353195	TRUE	2Pl (rajongotok)	268
válast	választ	[/V][Prs.1Sg›2]	3.596984538197973	3388203	st	s	t	2	válastalak	választalak	alak	1129	0.11970905746701004	lak	válastlak	választlak	5	-2.234014880121939	225.8	5.419649651715562	TRUE	1Sg›2 (rajongalak)	228
čüng	csüng	[/V][Prs.NDef.3Pl]	1.166350393228	12570	ng	n	g	1	čüngenek	csüngenek	enek	1121	0.11662072813701536	nek	čüngnek	csüngnek	773	-0.04480539053963291	1.4501940491591203	0.37169737448473794	TRUE	3Pl (rajonganak)	440
kattint	kattint	[/V][Prs.NDef.2Pl]	3.101250403862836	1082020	nt	n	t	2	kattintotok	kattintotok	otok	1080	0.10043887102899184	tok	kattinttok	kattinttok	3	-2.455863629738295	360	5.886104031450156	TRUE	2Pl (rajongotok)	268
bánt	bánt	[/V][Prs.NDef.2Sg]	2.302654646830123	172044	nt	n	t	1	bántas	bántasz	as	1065	0.09436472331679864	s	bánts	bántsz	21	-1.6107655897240385	50.714285714285715	3.9262076404201025	TRUE	2Sg (rajongasz)	438
fost	foszt	[/V][Prs.NDef.3Pl]	1.6726648740591443	40332	st	s	t	1	fostanak	fosztanak	anak	1065	0.09436472331679864	nak	fostnak	fosztnak	2	-2.6319548887939765	532.5	6.277582897583581	TRUE	3Pl (rajonganak)	440
kiált	kiált	[/V][Prs.NDef.2Sg]	2.355172642073583	194159	lt	l	t	2	kiáltas	kiáltasz	as	1024	0.0773150721818541	s	kiálts	kiáltsz	12	-1.853803638410333	85.33333333333333	4.446565155811452	TRUE	2Sg (rajongasz)	438
terjeng	terjeng	[/V][Prs.NDef.2Pl]	1.144782605924099	11961	ng	n	g	2	terjengetek	terjengetek	etek	5	-2.234014880121939	tek	terjengtek	terjengtek	996	0.06527445396574089	0.0050200803212851405	-5.294309345150498	TRUE	2Pl (rajongotok)	268
ujjong	ujjong	[/V][Prs.NDef.3Pl]	1.3958430545563227	21322	ng	n	g	2	ujjonganak	ujjonganak	anak	950	0.04473872083088993	nak	ujjongnak	ujjongnak	118	-0.8611028771518324	8.05084745762712	2.085777360128922	TRUE	3Pl (rajonganak)	440
fetreng	fetreng	[/V][Prs.NDef.3Pl]	1.1845515482523803	13108	ng	n	g	2	fetrengenek	fetrengenek	enek	947	0.0433650945453156	nek	fetrengnek	fetrengnek	38	-1.3532012878411477	24.92105263157895	3.2157129334596926	TRUE	3Pl (rajonganak)	440
terjeng	terjeng	[/V][Prs.NDef.3Pl]	1.144782605924099	11961	ng	n	g	2	terjengenek	terjengenek	enek	945	0.04244692405130512	nek	terjengnek	terjengnek	330	-0.4144709445800704	2.8636363636363638	1.052092273033217	TRUE	3Pl (rajonganak)	440
int	int	[/V][Prs.1Sg›2]	2.329181328593249	182880	nt	n	t	1	intelek	intelek	elek	896	0.0193231252041674	lek	intlek	intlek	114	-0.8760800331214852	7.859649122807017	2.061741964580435	TRUE	1Sg›2 (rajongalak)	228
leḏint	legyint	[/V][Prs.NDef.2Sg]	1.705684043387432	43518	nt	n	t	2	leḏintes	legyintesz	es	870	0.00653436816066066	s	leḏints	legyintsz	2	-2.6319548887939765	435	6.075346031088684	TRUE	2Sg (rajongasz)	438
šejt	sejt	[/V][Prs.NDef.2Sg]	2.9107709750098145	697840	jt	j	t	1	šejtes	sejtesz	es	862	0.00252238136675494	s	šejts	sejtsz	41	-1.3202010277382223	21.024390243902438	3.0456832039593853	TRUE	2Sg (rajongasz)	438
küzd	küzd	[/V][Prs.NDef.2Pl]	2.8842471998392543	656496	zd	z	d	1	küzdötök	küzdötök	ötök	860	0.00151356678560985	tök	küzdtök	küzdtök	23	-1.571257048440365	37.391304347826086	3.6214381733184036	TRUE	2Pl (rajongotok)	268
bánt	bánt	[/V][Prs.1Sg›2]	2.302654646830123	172044	nt	n	t	1	bántalak	bántalak	alak	855	-0.00101876972978518	lak	bántlak	bántlak	178	-0.6825648821490639	4.803370786516854	1.569317918644675	TRUE	1Sg›2 (rajongalak)	228
bólint	bólint	[/V][Prs.NDef.3Pl]	1.825949705664744	57403	nt	n	t	2	bólintanak	bólintanak	anak	839	-0.00922292362925756	nak	bólintnak	bólintnak	2	-2.6319548887939765	419.5	6.0390635259072605	TRUE	3Pl (rajonganak)	440
tátong	tátong	[/V][Prs.NDef.3Pl]	1.285314241427215	16531	ng	n	g	2	tátonganak	tátonganak	anak	828	-0.0149545476730777	nak	tátongnak	tátongnak	324	-0.4224398742513457	2.5555555555555554	0.9382696385929302	TRUE	3Pl (rajonganak)	440
töpreng	töpreng	[/V][Prs.NDef.2Sg]	1.6971377584013545	42670	ng	n	g	2	töprenges	töprengesz	es	88	-0.9885022123077892	s	töprengs	töprengsz	827	-0.01547937490541114	0.10640870616686819	-2.2404678805454847	TRUE	2Sg (rajongasz)	438
old	old	[/V][Prs.NDef.2Sg]	2.8249058973828483	572652	ld	l	d	1	oldas	oldasz	as	825	-0.01653093590803274	s	olds	oldsz	8	-2.0298948974660145	103.125	4.6359418446548455	TRUE	2Sg (rajongasz)	438
ḏújt	gyújt	[/V][Prs.NDef.2Sg]	2.117290442944573	112273	jt	j	t	1	ḏújtas	gyújtasz	as	819	-0.01970098269753937	s	ḏújts	gyújtsz	7	-2.087886844443701	117	4.762173934797756	TRUE	2Sg (rajongasz)	438
ejt	ejt	[/V][Prs.NDef.2Sg]	2.54627650321544	301482	jt	j	t	1	ejtes	ejtesz	es	807	-0.0261113497358874	s	ejts	ejtsz	10	-1.9329848844579576	80.7	4.390738575275903	TRUE	2Sg (rajongasz)	438
hint	hint	[/V][Prs.NDef.3Pl]	1.5869611793795713	33109	nt	n	t	1	hintenek	hintenek	enek	777	-0.04256386565704357	nek	hintnek	hintnek	2	-2.6319548887939765	388.5	5.962293169807702	TRUE	3Pl (rajonganak)	440
törlest	törleszt	[/V][Prs.NDef.3Pl]	1.6345355195171676	36942	st	s	t	2	törlestenek	törlesztenek	enek	770	-0.04649415928547599	nek	törlestnek	törlesztnek	5	-2.234014880121939	154	5.0369526024136295	TRUE	3Pl (rajonganak)	440
ment	ment	[/V][Prs.NDef.2Sg]	2.6656885548669886	396893	nt	n	t	1	mentes	mentesz	es	763	-0.05046034650307736	s	ments	mentsz	3	-2.455863629738295	254.33333333333334	5.538645742616348	TRUE	2Sg (rajongasz)	438
čeng	cseng	[/V][Prs.NDef.2Pl]	1.8314154384984305	58130	ng	n	g	1	čengetek	csengetek	etek	220	-0.5905622036357516	tek	čengtek	csengtek	762	-0.05102991311835734	0.2887139107611549	-1.2423190093342846	TRUE	2Pl (rajongotok)	268
őrjöng	őrjöng	[/V][Prs.NDef.3Pl]	1.1505535667721816	12121	ng	n	g	2	őrjöngenek	őrjöngenek	enek	750	-0.05792362106625776	nek	őrjöngnek	őrjöngnek	110	-0.8915921992997328	6.818181818181818	1.91959284073794	TRUE	3Pl (rajonganak)	440
mond	mond	[/V][Prs.1Sg›2]	4.129447533832242	11546023	nd	n	d	1	mondalak	mondalak	alak	740	-0.06375316472698163	lak	mondlak	mondlak	26	-1.5180115364871398	28.46153846153846	3.3485536481767335	TRUE	1Sg›2 (rajongalak)	228
šóhajt	sóhajt	[/V][Prs.NDef.3Pl]	1.812815728087108	55693	jt	j	t	2	šóhajtanak	sóhajtanak	anak	718	-0.07686044021565751	nak	šóhajtnak	sóhajtnak	7	-2.087886844443701	102.57142857142857	4.6305594199929105	TRUE	3Pl (rajonganak)	440
zajong	zajong	[/V][Prs.NDef.3Pl]	0.8742117762529894	6415	ng	n	g	2	zajonganak	zajonganak	anak	689	-0.09476566255033204	nak	zajongnak	zajongnak	122	-0.8466250537832096	5.647540983606557	1.731220226280402	TRUE	3Pl (rajonganak)	440
teremt	teremt	[/V][Prs.NDef.2Pl]	2.9969798872652507	851069	mt	m	t	2	teremtetek	teremtetek	etek	684	-0.09792878273784164	tek	teremttek	teremttek	2	-2.6319548887939765	342	5.834810737062605	TRUE	2Pl (rajongotok)	268
dühöng	dühöng	[/V][Prs.NDef.3Pl]	1.3723234834061857	20198	ng	n	g	2	dühöngenek	dühöngenek	enek	649	-0.12074018765758858	nek	dühöngnek	dühöngnek	155	-0.7426531862876663	4.187096774193549	1.4320075997848434	TRUE	3Pl (rajonganak)	440
kačint	kacsint	[/V][Prs.NDef.3Pl]	1.3762192952124497	20380	nt	n	t	2	kačintanak	kacsintanak	anak	637	-0.12884545212260742	nak	kačintnak	kacsintnak	1	-2.932984884457958	637	6.456769655572163	TRUE	3Pl (rajonganak)	440
dereng	dereng	[/V][Prs.NDef.3Pl]	1.2369245574431114	14788	ng	n	g	2	derengenek	derengenek	enek	617	-0.14269972042471618	nek	derengnek	derengnek	76	-1.0521712921771664	8.118421052631579	2.0941356836190566	TRUE	3Pl (rajonganak)	440
mets	metsz	[/V][Prs.NDef.3Pl]	1.660411957842249	39210	ts	t	s	1	metsenek	metszenek	enek	614	-0.14481651331679016	nek	metsnek	metsznek	3	-2.455863629738295	204.66666666666666	5.321382639479033	TRUE	3Pl (rajonganak)	440
čapong	csapong	[/V][Prs.NDef.3Pl]	0.9335977926055912	7355	ng	n	g	2	čaponganak	csaponganak	anak	592	-0.16066317773503802	nak	čapongnak	csapongnak	165	-0.7155009402440515	3.587878787878788	1.277561160983425	TRUE	3Pl (rajonganak)	440
int	int	[/V][Prs.NDef.2Sg]	2.329181328593249	182880	nt	n	t	1	intes	intesz	es	576	-0.1725624010347458	s	ints	intsz	15	-1.756893625402277	38.4	3.648057459593681	TRUE	2Sg (rajongasz)	438
félt	félt	[/V][Prs.1Sg›2]	2.065662355068752	99689	lt	l	t	1	féltelek	féltelek	elek	560	-0.18479685745175745	lek	féltlek	féltlek	46	-1.2702270527763837	12.173913043478262	2.4992953872401	TRUE	1Sg›2 (rajongalak)	228
ring	ring	[/V][Prs.NDef.3Pl]	1.9599496550527609	78151	ng	n	g	1	ringanak	ringanak	anak	557	-0.1871296892842289	nak	ringnak	ringnak	164	-0.71814103641026	3.3963414634146343	1.2226988121030857	TRUE	3Pl (rajonganak)	440
leng	leng	[/V][Prs.NDef.2Pl]	1.7526762559372897	48491	ng	n	g	1	lengetek	lengetek	etek	183	-0.6705337947275284	tek	lengtek	lengtek	554	-0.18947511972952813	0.3303249097472924	-1.107678533905863	TRUE	2Pl (rajongotok)	268
töpreng	töpreng	[/V][Prs.NDef.2Pl]	1.6971377584013545	42670	ng	n	g	2	töprengetek	töprengetek	etek	6	-2.1548336340743144	tek	töprengtek	töprengtek	524	-0.21365359747423115	0.011450381679389313	-4.4697322150929875	TRUE	2Pl (rajongotok)	268
áld	áld	[/V][Prs.NDef.3Pl]	1.9847463785340496	82743	ld	l	d	1	áldanak	áldanak	anak	519	-0.21781752660949996	nak	áldnak	áldnak	14	-1.7868568487797198	37.07142857142857	3.61284655355063	TRUE	3Pl (rajonganak)	440
üvölt	üvölt	[/V][Prs.NDef.2Sg]	1.8333164000862288	58385	lt	l	t	2	üvöltes	üvöltesz	es	494	-0.2392579355343109	s	üvölts	üvöltsz	8	-2.0298948974660145	61.75	4.123093975508087	TRUE	2Sg (rajongasz)	438
fetreng	fetreng	[/V][Prs.NDef.2Pl]	1.1845515482523803	13108	ng	n	g	2	fetrengetek	fetrengetek	etek	10	-1.9329848844579576	tek	fetrengtek	fetrengtek	482	-0.2499378462191083	0.02074688796680498	-3.8753590210565547	TRUE	2Pl (rajongotok)	268
hajlong	hajlong	[/V][Prs.NDef.3Pl]	0.787339832959484	5252	ng	n	g	2	hajlonganak	hajlonganak	anak	480	-0.2517436470823706	nak	hajlongnak	hajlongnak	146	-0.7686320286735208	3.287671232876712	1.1901794821936	TRUE	3Pl (rajonganak)	440
felejt	felejt	[/V][Prs.1Sg›2]	2.6921814049054085	421858	jt	j	t	2	felejtelek	felejtelek	elek	476	-0.25537793173746465	lek	felejtlek	felejtlek	89	-0.983594877813045	5.348314606741573	1.67678148449928	TRUE	1Sg›2 (rajongalak)	228
šért	sért	[/V][Prs.NDef.2Sg]	2.445578344004525	239091	rt	r	t	1	šértes	sértesz	es	475	-0.2562912748330913	s	šérts	sértsz	6	-2.1548336340743144	79.16666666666667	4.371555334806586	TRUE	2Sg (rajongasz)	438
fárast	fáraszt	[/V][Prs.1Sg›2]	1.459131449358052	24667	st	s	t	2	fárastalak	fárasztalak	alak	473	-0.2581237437201463	lak	fárastlak	fárasztlak	13	-1.819041532151121	36.38461538461539	3.5941460310303963	TRUE	1Sg›2 (rajongalak)	228
žong	zsong	[/V][Prs.NDef.3Pl]	0.9725411639770906	8045	ng	n	g	1	žonganak	zsonganak	anak	470	-0.2608870265222404	nak	žongnak	zsongnak	273	-0.49682223741720183	1.7216117216117217	0.5432608995191446	TRUE	3Pl (rajonganak)	440
ont	ont	[/V][Prs.NDef.3Pl]	1.7436264299947593	47491	nt	n	t	1	ontanak	ontanak	anak	455	-0.27497348780084546	nak	ontnak	ontnak	5	-2.234014880121939	91	4.51085950651685	TRUE	3Pl (rajonganak)	440
bont	bont	[/V][Prs.NDef.2Sg]	2.508831177112865	276577	nt	n	t	1	bontas	bontasz	as	453	-0.27688668244512593	s	bonts	bontsz	3	-2.455863629738295	151	5.017279836814924	TRUE	2Sg (rajongasz)	438
feseng	feszeng	[/V][Prs.NDef.3Pl]	1.1022046244504902	10844	ng	n	g	2	fesengenek	feszengenek	enek	452	-0.2778464496465757	nek	fesengnek	feszengnek	145	-0.771616882222983	3.117241379310345	1.1369484374116567	TRUE	3Pl (rajonganak)	440
ellentmond	ellentmond	[/V][Prs.NDef.2Sg]	1.8501894968434336	60698	nd	n	d	3	ellentmondas	ellentmondasz	as	438	-0.29151077395385827	s	ellentmonds	ellentmondsz	12	-1.853803638410333	36.5	3.597312260588446	TRUE	2Sg (rajongasz)	438
óhajt	óhajt	[/V][Prs.NDef.2Sg]	1.6797460062903842	40995	jt	j	t	2	óhajtas	óhajtasz	as	423	-0.30664451708291546	s	óhajts	óhajtsz	30	-1.4558636297382954	14.1	2.6461747973841225	TRUE	2Sg (rajongasz)	438
mereng	mereng	[/V][Prs.NDef.3Pl]	1.2914445773647398	16766	ng	n	g	2	merengenek	merengenek	enek	421	-0.30870278862228956	nek	merengnek	merengnek	80	-1.0298948974660145	5.2625	1.6606061990085	TRUE	3Pl (rajonganak)	440
érint	érint	[/V][Prs.NDef.2Sg]	3.006391077264476	869713	nt	n	t	2	érintes	érintesz	es	407	-0.3233904752327378	s	érints	érintsz	2	-2.6319548887939765	203.5	5.31566600488265	TRUE	2Sg (rajongasz)	438
lázong	lázong	[/V][Prs.NDef.3Pl]	0.478803120085911	2581	ng	n	g	2	lázonganak	lázonganak	anak	404	-0.3266035193473528	nak	lázongnak	lázongnak	27	-1.5016211202989704	14.962962962962964	2.705578011956821	TRUE	3Pl (rajonganak)	440
hőzöng	hőzöng	[/V][Prs.NDef.3Pl]	0.5271609330337924	2885	ng	n	g	2	hőzöngenek	hőzöngenek	enek	402	-0.32875883137348777	nek	hőzöngnek	hőzöngnek	20	-1.6319548887939763	20.1	3.0007198150650303	TRUE	3Pl (rajonganak)	440
ijest	ijeszt	[/V][Prs.NDef.3Pl]	1.3020382750372657	17180	st	s	t	2	ijestenek	ijesztenek	enek	383	-0.3497861104893351	nek	ijestnek	ijesztnek	1	-2.932984884457958	383	5.948034989180646	TRUE	3Pl (rajonganak)	440
bojong	bolyong	[/V][Prs.NDef.2Sg]	1.5543797744589725	30716	ng	n	g	2	bojongas	bolyongasz	as	58	-1.169556890895021	s	bojongs	bolyongsz	376	-0.3577970395302968	0.15425531914893617	-1.869146132843475	TRUE	2Sg (rajongasz)	438
ságuld	száguld	[/V][Prs.NDef.2Sg]	1.6960677532704322	42565	ld	l	d	2	ságuldas	száguldasz	as	369	-0.3659585182988975	s	ságulds	száguldsz	3	-2.455863629738295	123	4.812184355372417	TRUE	2Sg (rajongasz)	438
kezd	kezd	[/V][Prs.1Sg›2]	3.772113864625659	5071060	zd	z	d	1	kezdelek	kezdelek	elek	368	-0.36713706578444016	lek	kezdlek	kezdlek	23	-1.571257048440365	16	2.772588722239781	TRUE	1Sg›2 (rajongalak)	228
jelent	jelent	[/V][Prs.NDef.2Pl]	3.848512349249592	6046405	nt	n	t	2	jelentetek	jelentetek	etek	360	-0.3766823836906706	tek	jelenttek	jelenttek	13	-1.819041532151121	27.692307692307693	3.321154673988619	TRUE	2Pl (rajongotok)	268
šóhajt	sóhajt	[/V][Prs.NDef.2Sg]	1.812815728087108	55693	jt	j	t	2	šóhajtas	sóhajtasz	as	352	-0.3864422209798268	s	šóhajts	sóhajtsz	13	-1.819041532151121	27.076923076923077	3.2986818181365605	TRUE	2Sg (rajongasz)	438
šért	sért	[/V][Prs.1Sg›2]	2.445578344004525	239091	rt	r	t	1	šértelek	sértelek	elek	319	-0.4291942014007767	lek	šértlek	sértlek	19	-1.654231283505129	16.789473684210527	2.820752123618404	TRUE	1Sg›2 (rajongalak)	228
mereng	mereng	[/V][Prs.NDef.2Sg]	1.2914445773647398	16766	ng	n	g	2	merenges	merengesz	es	12	-1.853803638410333	s	merengs	merengsz	307	-0.4458465089807714	0.03908794788273615	-3.241941097799197	TRUE	2Sg (rajongasz)	438
dühöng	dühöng	[/V][Prs.NDef.2Sg]	1.3723234834061857	20198	ng	n	g	2	dühönges	dühöngesz	es	27	-1.5016211202989704	s	dühöngs	dühöngsz	303	-0.4515422559556528	0.0891089108910891	-2.41789593950504	TRUE	2Sg (rajongasz)	438
rajong	rajong	[/V][Prs.NDef.2Pl]	2.0252970219361894	90841	ng	n	g	2	rajongotok	rajongotok	otok	32	-1.427834906138052	tok	rajongtok	rajongtok	298	-0.4587686203817026	0.10738255033557047	-2.231357583705678	TRUE	2Pl (rajongotok)	268
feseng	feszeng	[/V][Prs.NDef.2Pl]	1.1022046244504902	10844	ng	n	g	2	fesengetek	feszengetek	etek	2	-2.6319548887939765	tek	fesengtek	feszengtek	289	-0.47208704170141	0.006920415224913495	-4.973279507552487	TRUE	2Pl (rajongotok)	268
halast	halaszt	[/V][Prs.NDef.3Pl]	1.7242144340664431	45415	st	s	t	2	halastanak	halasztanak	anak	289	-0.47208704170141	nak	halastnak	halasztnak	2	-2.6319548887939765	144.5	4.973279507552487	TRUE	3Pl (rajonganak)	440
ḏűjt	gyűjt	[/V][Prs.NDef.2Pl]	2.9400629622305536	746531	jt	j	t	1	ḏűjtötök	gyűjtötök	ötök	286	-0.4766188513289148	tök	ḏűjttök	gyűjttök	2	-2.6319548887939765	143	4.962844630259907	TRUE	2Pl (rajongotok)	268
érint	érint	[/V][Prs.NDef.2Pl]	3.006391077264476	869713	nt	n	t	2	érintetek	érintetek	etek	285	-0.4781400244494477	tek	érinttek	érinttek	7	-2.087886844443701	40.714285714285715	3.7065790312133373	TRUE	2Pl (rajongotok)	268
hord	hord	[/V][Prs.NDef.2Pl]	2.5559590570874056	308279	rd	r	d	1	hordotok	hordotok	otok	94	-0.9598570308582592	tok	hordtok	hordtok	279	-0.48738068118436023	0.33691756272401435	-1.0879169995513618	TRUE	2Pl (rajongotok)	268
edz	edz	[/V][Prs.NDef.2Pl]	2.3313488081092952	183795	dz	d	z	1	edzetek	edzetek	etek	266	-0.5081032478268909	tek	edztek	edztek	5	-2.234014880121939	53.2	3.9740583963475986	TRUE	2Pl (rajongotok)	268
bólint	bólint	[/V][Prs.NDef.2Sg]	1.825949705664744	57403	nt	n	t	2	bólintas	bólintasz	as	260	-0.5180115364871398	s	bólints	bólintsz	1	-2.932984884457958	260	5.560681631015528	TRUE	2Sg (rajongasz)	438
feseng	feszeng	[/V][Prs.NDef.2Sg]	1.1022046244504902	10844	ng	n	g	2	fesenges	feszengesz	es	30	-1.4558636297382954	s	fesengs	feszengsz	259	-0.519685120376706	0.11583011583011583	-2.1556306800373823	TRUE	2Sg (rajongasz)	438
dagast	dagaszt	[/V][Prs.NDef.3Pl]	1.4185795307461468	22468	st	s	t	2	dagastanak	dagasztanak	anak	258	-0.5213651784947277	nak	dagastnak	dagasztnak	2	-2.6319548887939765	129	4.859812404361672	TRUE	3Pl (rajonganak)	440
pang	pang	[/V][Prs.NDef.3Pl]	0.8573002795752839	6170	ng	n	g	1	panganak	panganak	anak	258	-0.5213651784947277	nak	pangnak	pangnak	34	-1.4015059674157029	7.588235294117647	2.026599060305456	TRUE	3Pl (rajonganak)	440
áld	áld	[/V][Prs.NDef.2Sg]	1.9847463785340496	82743	ld	l	d	1	áldas	áldasz	as	250	-0.5350448757859202	s	álds	áldsz	1	-2.932984884457958	250	5.521460917862246	TRUE	2Sg (rajongasz)	438
vest	veszt	[/V][Prs.NDef.2Pl]	2.6514582920249814	384099	st	s	t	1	vestetek	vesztetek	etek	246	-0.5420497773545787	tek	vesttek	veszttek	9	-1.978742375018633	27.333333333333332	3.3081069585961433	TRUE	2Pl (rajongotok)	268
tekint	tekint	[/V][Prs.1Sg›2]	3.253129436802632	1535021	nt	n	t	2	tekintelek	tekintelek	elek	239	-0.5545869835098202	lek	tekintlek	tekintlek	20	-1.6319548887939763	11.95	2.4807312783775197	TRUE	1Sg›2 (rajongalak)	228
čapong	csapong	[/V][Prs.NDef.2Sg]	0.9335977926055912	7355	ng	n	g	2	čapongas	csapongasz	as	6	-2.1548336340743144	s	čapongs	csapongsz	224	-0.5827368661237949	0.026785714285714284	-3.619886582626985	TRUE	2Sg (rajongasz)	438
fejlest	fejleszt	[/V][Prs.NDef.2Pl]	2.9435296996301	752514	st	s	t	2	fejlestetek	fejlesztetek	etek	218	-0.594528390853353	tek	fejlesttek	fejleszttek	3	-2.455863629738295	72.66666666666667	4.28588277412098	TRUE	2Pl (rajongotok)	268
árt	árt	[/V][Prs.NDef.2Pl]	2.658968559291343	390799	rt	r	t	1	ártotok	ártotok	otok	212	-0.6066490235292064	tok	árttok	árttok	3	-2.455863629738295	70.66666666666667	4.257973986003903	TRUE	2Pl (rajongotok)	268
teng	teng	[/V][Prs.NDef.3Pl]	1.0082283031273636	8734	ng	n	g	1	tengenek	tengenek	enek	206	-0.6191176640888044	nek	tengnek	tengnek	68	-1.1004759717517214	3.0294117647058822	1.1083684636134743	TRUE	3Pl (rajonganak)	440
forrong	forrong	[/V][Prs.NDef.3Pl]	0.7458975302127779	4774	ng	n	g	2	forronganak	forronganak	anak	205	-0.6212310234022035	nak	forrongnak	forrongnak	155	-0.7426531862876663	1.3225806451612903	0.2795848622191615	TRUE	3Pl (rajonganak)	440
ránt	ránt	[/V][Prs.NDef.2Sg]	2.1327815031647908	116350	nt	n	t	1	rántas	rántasz	as	205	-0.6212310234022035	s	ránts	rántsz	10	-1.9329848844579576	20.5	3.0204248861443626	TRUE	2Sg (rajongasz)	438
